fold,mae,rmse,mse,age_mean,age_std,best_val_loss,final_val_loss
1,0.5238543004863485,0.9734102511950843,0.9475275171316772,5.4048048048048045,2.5496347923793805,0.2054624706506729,0.21354645490646362
2,0.869024351255627,1.4256941329285318,2.032603760666838,5.4199399399399395,2.539298098142009,0.3422301113605499,0.3422301113605499
3,0.45308885826020506,0.9397963639962572,0.8832172057805855,5.384818640403555,2.5488511086516663,0.1777620166540146,0.18298456072807312
4,0.47626381592306677,0.91809530405559,0.8428989873289263,5.3725678597165505,2.5599301148720794,0.18604564666748047,0.18659062683582306
5,0.4374985335253508,0.8397953640834331,0.705256253536026,5.380494835455201,2.552889786117334,0.17137384414672852,0.18163429200649261
